<Apocalypse:bucketHelm>, 桶头盔
<hbm:item.upgrade_fortune_3>, 三级紫色机器升级
<hbm:item.upgrade_gc_speed>, 气体离心机超频升级
<hbm:item.upgrade_health>, 粉色力场发生器升级
<hbm:item.upgrade_nullifier>, 采矿激光升级-自动销毁
<hbm:item.upgrade_overdrive_1>, 一级超速传动机器升级
<hbm:item.upgrade_overdrive_2>, 二级超速传动机器升级
<hbm:item.upgrade_overdrive_3>, 三级超速传动机器升级
<hbm:item.upgrade_power_1>, 一级蓝色机器升级
<hbm:item.upgrade_power_2>, 二级蓝色机器升级
<hbm:item.upgrade_power_3>, 三级蓝色机器升级
<hbm:item.upgrade_radius>, 青色力场发生器升级
<hbm:item.upgrade_screm>, 采矿激光升级-目 力 科 学 家
<hbm:item.upgrade_shredder>, 采矿激光升级-自动粉碎
<hbm:item.upgrade_smelter>, 采矿激光升级-自动熔炼
<hbm:item.upgrade_speed_1>, 一级红色机器升级
<hbm:item.upgrade_speed_2>, 二级红色机器升级
<hbm:item.upgrade_speed_3>, 三级红色机器升级
<hbm:item.upgrade_stack>, 一级堆栈弹出升级
<hbm:item.upgrade_template>, 机器升级模板
<hbm:item.v1>, V1
<hbm:item.void_anim>, item.void_anim.name
<hbm:item.volcanic_pickaxe>, 熔岩镐
<hbm:item.wand_d>, 调试魔杖
<hbm:item.wand_k>, 建筑魔杖
<hbm:item.wand_s>, 结构魔杖
<hbm:item.warhead_buster_large>, 大型掩体破坏弹头
<hbm:item.warhead_buster_medium>, 中型掩体破坏弹头
<hbm:item.warhead_buster_small>, 小型掩体破坏弹头
<hbm:item.warhead_cluster_large>, 大型集束弹头
<hbm:item.warhead_cluster_medium>, 中型集束弹头
<hbm:item.warhead_cluster_small>, 小型集束弹头
<hbm:item.warhead_generic_large>, 大型弹头
<hbm:item.warhead_generic_medium>, 中型弹头
<hbm:item.warhead_generic_small>, 小型弹头
<hbm:item.warhead_incendiary_large>, 大型燃烧弹头
<hbm:item.warhead_incendiary_medium>, 中型燃烧弹头
<hbm:item.warhead_incendiary_small>, 小型燃烧弹头
<hbm:item.warhead_mirv>, 热核弹头
<hbm:item.warhead_mirvlet>, MIRV
<hbm:item.warhead_nuclear>, 核弹头
<hbm:item.warhead_thermo_endo>, 吸热弹头
<hbm:item.warhead_thermo_exo>, 放热弹头
<hbm:item.warhead_volcano>, 构造弹头
<hbm:item.waste_mox>, 枯竭MOX燃料
<hbm:item.waste_natural_uranium>, 枯竭天然铀燃料
<hbm:item.waste_plate_mox>, 枯竭MOX 板状燃料
<hbm:item.waste_plate_pu238be>, 枯竭钚238-铍 板状燃料
<hbm:item.waste_plate_pu239>, 枯竭高浓度钚-239 板状燃料
<hbm:item.waste_plate_ra226be>, 枯竭镭226-铍 板状燃料
<hbm:item.waste_plate_sa326>, 枯竭高浓度Sa326 板状燃料
<hbm:item.waste_plate_u233>, 枯竭高浓度铀-233 板状燃料
<hbm:item.waste_plate_u235>, 枯竭高浓度铀-235 板状燃料
<hbm:item.waste_plutonium>, 枯竭钚燃料
<hbm:item.waste_schrabidium>, 枯竭Sa326燃料
<hbm:item.waste_thorium>, 枯竭钍燃料
<hbm:item.waste_u233>, 枯竭铀-233燃料
<hbm:item.waste_u235>, 枯竭铀-235燃料
<hbm:item.waste_uranium>, 枯竭铀燃料
<hbm:item.waste_zfb_mox>, 枯竭的ZFB MOX燃料
<hbm:item.watch>, 破旧怀表
<hbm:item.wd40>, VT-40
<hbm:item.weapon_bat>, 板球棒
<hbm:item.weapon_bat_nail>, 板上钉钉
<hbm:item.weapon_golf_club>, 黑手党快乐杆
<hbm:item.weapon_pipe_lead>, 手动覆盖控制
<hbm:item.weapon_pipe_rusty>, 姿态调节器
<hbm:item.weapon_saw>, 肢解骨锯
<hbm:item.weaponized_starblaster_cell>, 星际爆能电池
<hbm:item.wild_p>, 野生珀伽索斯干威士忌
<hbm:item.wings_limp>, 无力之翼
<hbm:item.wings_murk>, 暗黑之翼
<hbm:item.wire_advanced_alloy>, 超导体
<hbm:item.wire_aluminium>, 铝线
<hbm:item.wire_copper>, 铜线
<hbm:item.wire_gold>, 金线
<hbm:item.wire_magnetized_tungsten>, 4000K高温超导体
<hbm:item.wire_red_copper>, 紫铜线
<hbm:item.wire_schrabidium>, Sa326线
<hbm:item.wire_tungsten>, 钨线
<hbm:item.wiring_red_copper>, 电缆卷
<hbm:item.wood_gavel>, 木槌
<hbm:item.wrench>, 管道扳手
<hbm:item.wrench_archineer>, Archineer扳手
<hbm:item.wrench_flipped>, 刺刀扳手
<hbm:item.xanax>, NAXA 抗迪伽马药物
<hbm:item.zirconium_legs>, 锆质护腿
<hbm:tile.#ngtv>, tile.#ngtv.name
<hbm:tile.#null>, tile.#null.name
<hbm:tile.#undef>, tile.#undef.name
<hbm:tile.#void>, tile.#void.name
<hbm:tile.absorber>, 辐射吸收器
<hbm:tile.absorber_green>, 高级辐射吸收器
<hbm:tile.absorber_pink>, 精英辐射吸收器
<hbm:tile.absorber_red>, 增强型辐射吸收器
<hbm:tile.acid_block>, 酸
<hbm:tile.ams_base>, AMS基座 [开发中]
<hbm:tile.ams_emitter>, AMS发射极 [开发中]
<hbm:tile.ams_limiter>, AMS稳能器 [开发中]
<hbm:tile.ancient_scrap>, 古代废金属
<hbm:tile.anvil_bismuth>, 铋砧
<hbm:tile.anvil_dnt>, 双聚中子态素砧
<hbm:tile.anvil_ferrouranium>, 铀-铁合金砧
<hbm:tile.anvil_iron>, 铁砧
<hbm:tile.anvil_lead>, 铅砧
<hbm:tile.anvil_meteorite>, 陨石砧
<hbm:tile.anvil_murky>, 暗黑砧
<hbm:tile.anvil_osmiridium>, 铱锇合金砧
<hbm:tile.anvil_schrabidate>, Sa-铁合金砧
<hbm:tile.anvil_starmetal>, 星辉金属砧
<hbm:tile.anvil_steel>, 钢砧
<hbm:tile.ash_digamma>, 灰烬
<hbm:tile.asphalt>, 沥青
<hbm:tile.asphalt_light>, 发光沥青
<hbm:tile.balefire>, tile.balefire.name
<hbm:tile.barbed_wire>, 带刺铁丝网
<hbm:tile.barbed_wire_acid>, 腐蚀铁丝网
<hbm:tile.barbed_wire_fire>, 烈焰铁丝网
<hbm:tile.barbed_wire_poison>, 剧毒铁丝网
<hbm:tile.barbed_wire_ultradeath>, 辐射铁丝网
<hbm:tile.barbed_wire_wither>, 凋零铁丝网
<hbm:tile.barrel_antimatter>, 磁约束反物质容器
<hbm:tile.barrel_corroded>, 被腐蚀的桶
<hbm:tile.barrel_iron>, 铁桶
<hbm:tile.barrel_plastic>, 安全桶
<hbm:tile.barrel_steel>, 钢桶
<hbm:tile.barrel_tcalloy>, 锝-钢合金桶
<hbm:tile.barricade>, 沙袋
<hbm:tile.basalt>, 玄武岩
<hbm:tile.basalt_asbestos>, 富含石棉的玄武岩
<hbm:tile.basalt_brick>, 玄武岩砖
<hbm:tile.basalt_fluorite>, 富含氟石的玄武岩
<hbm:tile.basalt_gem>, 富含宝石的玄武岩
<hbm:tile.basalt_polished>, 抛光玄武岩
<hbm:tile.basalt_smooth>, 平滑玄武岩
<hbm:tile.basalt_sulfur>, 富含硫的玄武岩
<hbm:tile.basalt_tiles>, 玄武岩砖
<hbm:tile.blast_door>, 防爆闸门
<hbm:tile.block_actinium>, 锕块
<hbm:tile.block_advanced_alloy>, 高级合金块
<hbm:tile.block_aluminium>, 铝块
<hbm:tile.block_asbestos>, 石棉块
<hbm:tile.block_australium>, 奥斯块
<hbm:tile.block_bakelite>, 电木块
<hbm:tile.block_beryllium>, 铍块
<hbm:tile.block_bismuth>, 铋块
<hbm:tile.block_boron>, 硼块
<hbm:tile.block_c4>, C-4块
<hbm:tile.block_cap_fritz>, 弗里茨瓶盖方块
<hbm:tile.block_cap_korl>, Korl瓶盖方块
<hbm:tile.block_cap_nuka>, 核子可乐瓶盖方块
<hbm:tile.block_cap_quantum>, 樱桃味核子可乐瓶盖方块
<hbm:tile.block_cap_rad>, 辐射 S~核子可乐瓶盖方块
<hbm:tile.block_cap_sparkle>, 核子可乐瓶盖方块
<hbm:tile.block_cap_star>, 夕阳沙士星星瓶盖方块
<hbm:tile.block_cap_sunset>, 夕阳沙士瓶盖方块
<hbm:tile.block_cobalt>, 钴块
<hbm:tile.block_coltan>, 钽块
<hbm:tile.block_combine_steel>, CMB钢块
<hbm:tile.block_copper>, 铜块
<hbm:tile.block_corium>, 熔融堆芯冷凝物
<hbm:tile.block_corium_cobble>, 熔融物凝固石
<hbm:tile.block_daffergon>, 达夫贡块
<hbm:tile.block_desh>, Desh块
<hbm:tile.block_dineutronium>, 双聚中子态素块
<hbm:tile.block_dura_steel>, 强化高速钢块
<hbm:tile.block_electrical_scrap>, 电子废料块
<hbm:tile.block_euphemium>, Ep块
<hbm:tile.block_euphemium_cluster>, Ep刻蚀Sa326团
<hbm:tile.block_fallout>, 辐射尘块
<hbm:tile.block_fiberglass>, 玻璃纤维卷
<hbm:tile.block_fluorite>, 氟石块
<hbm:tile.block_foam>, 泡沫
<hbm:tile.block_graphite>, 石墨块
<hbm:tile.block_graphite_detector>, 反应堆中子探测棒
<hbm:tile.block_graphite_drilled>, 钻孔石墨
<hbm:tile.block_graphite_fuel>, 反应堆燃料
<hbm:tile.block_graphite_lithium>, 反应堆锂燃料
<hbm:tile.block_graphite_plutonium>, 反应堆燃料（增殖）
<hbm:tile.block_graphite_rod>, 反应堆控制棒
<hbm:tile.block_graphite_source>, 反应堆中子源
<hbm:tile.block_graphite_tritium>, 反应堆锂燃料（增殖）
<hbm:tile.block_insulator>, 绝缘卷
<hbm:tile.block_lanthanium>, 镧块
<hbm:tile.block_lead>, 铅块
<hbm:tile.block_lithium>, 锂块
<hbm:tile.block_magnetized_tungsten>, 磁化钨块
<hbm:tile.block_meteor>, 陨石块
<hbm:tile.block_meteor_broken>, 破碎的陨石块
<hbm:tile.block_meteor_cobble>, 陨石
<hbm:tile.block_meteor_molten>, 高温陨石
<hbm:tile.block_meteor_treasure>, 宝藏陨石块
<hbm:tile.block_mox_fuel>, MOX燃料块
<hbm:tile.block_neptunium>, 镎块
<hbm:tile.block_niobium>, 铌块
<hbm:tile.block_niter>, 硝石块
<hbm:tile.block_niter_reinforced>, 硝石加固块
<hbm:tile.block_plutonium>, 钚块
<hbm:tile.block_plutonium_fuel>, 钚燃料块
<hbm:tile.block_polonium>, 钋块
<hbm:tile.block_polymer>, 聚合物块
<hbm:tile.block_pu238>, 钚-238块
<hbm:tile.block_pu239>, 钚-239块
<hbm:tile.block_pu240>, 钚-240块
<hbm:tile.block_pu_mix>, 反应堆级钚块
<hbm:tile.block_ra226>, 镭-226块
<hbm:tile.block_red_copper>, 紫铜块
<hbm:tile.block_red_phosphorus>, 红磷块
<hbm:tile.block_reiium>, 雷恩块
<hbm:tile.block_rubber>, 橡胶块
<hbm:tile.block_schrabidate>, Sa酸铁块
<hbm:tile.block_schrabidium>, Sa326块
<hbm:tile.block_schrabidium_cluster>, Sa326团
<hbm:tile.block_schrabidium_fuel>, Sa326燃料块
<hbm:tile.block_schraranium>, 低丰度Sa326块
<hbm:tile.block_scrap>, 废品块
<hbm:tile.block_semtex>, 塞姆汀块
<hbm:tile.block_slag>, 矿渣块
<hbm:tile.block_smore>, S'more块
<hbm:tile.block_solinium>, Sa327块
<hbm:tile.block_starmetal>, 星辉块
<hbm:tile.block_steel>, 钢块
<hbm:tile.block_sulfur>, 硫磺块
<hbm:tile.block_tantalium>, 钽块
<hbm:tile.block_thorium>, 钍块
<hbm:tile.block_thorium_fuel>, 钍燃料块
<hbm:tile.block_titanium>, 钛块
<hbm:tile.block_trinitite>, 玻璃石块
<hbm:tile.block_tritium>, 氚单元块
<hbm:tile.block_tungsten>, 钨块
<hbm:tile.block_u233>, 铀-233块
<hbm:tile.block_u235>, 铀-235块
<hbm:tile.block_u238>, 铀-238块
<hbm:tile.block_unobtainium>, 难得素块
<hbm:tile.block_uranium>, 铀块
<hbm:tile.block_uranium_fuel>, 铀燃料块
<hbm:tile.block_verticium>, 韦德赛块
<hbm:tile.block_waste>, 核废料块
<hbm:tile.block_waste_painted>, 带标志的核废料块
<hbm:tile.block_waste_vitrified>, 玻璃化核废料块
<hbm:tile.block_weidanium>, 魏丹块
<hbm:tile.block_white_phosphorus>, 白磷块
<hbm:tile.block_yellowcake>, 黄饼块
<hbm:tile.block_zirconium>, 锆块
<hbm:tile.boat>, 船
<hbm:tile.bobblehead>, Bob的魔法娃娃
<hbm:tile.bomb_multi>, 多功能炸弹
<hbm:tile.bomber>, 坠毁轰炸机
<hbm:tile.book_guide>, HBM的核科技mod手册[遗留]
<hbm:tile.boxcar>, 车厢
<hbm:tile.brick_asbestos>, 石棉砖块
<hbm:tile.brick_asbestos_stairs>, 石棉砖楼梯
<hbm:tile.brick_compound>, 复合网格砖块
<hbm:tile.brick_compound_stairs>, 复合网格楼梯
<hbm:tile.brick_concrete>, 混凝土砖块
<hbm:tile.brick_concrete_broken>, 破碎混凝土砖块
<hbm:tile.brick_concrete_broken_stairs>, 破碎的混凝土砖楼梯
<hbm:tile.brick_concrete_cracked>, 开裂混凝土砖块
<hbm:tile.brick_concrete_cracked_stairs>, 开裂混凝土砖楼梯
<hbm:tile.brick_concrete_marked>, 标记混凝土砖
<hbm:tile.brick_concrete_mossy>, 苔混凝土砖块
<hbm:tile.brick_concrete_mossy_stairs>, 苔藓混凝土砖楼梯
<hbm:tile.brick_concrete_stairs>, 混凝土砖楼梯
<hbm:tile.brick_double_slab>, 密实石板
<hbm:tile.brick_ducrete>, 高密度贫铀混凝土砖块
<hbm:tile.brick_ducrete_stairs>, 高密度贫铀混凝土砖楼梯
<hbm:tile.brick_dungeon>, 硒铜砖
<hbm:tile.brick_dungeon_circle>, 圆环硒铜块
<hbm:tile.brick_dungeon_flat>, 硒铜块
<hbm:tile.brick_dungeon_tile>, 硒铜瓦
<hbm:tile.brick_fire>, 耐火砖块
<hbm:tile.brick_fire_stairs>, 耐火砖楼梯
<hbm:tile.brick_forgotten>, tile.brick_forgotten.name
<hbm:tile.brick_jungle>, 硫砷钢砖块
<hbm:tile.brick_jungle_circle>, 机械师之环
<hbm:tile.brick_jungle_cracked>, 开裂硫砷钢砖块
<hbm:tile.brick_jungle_fragile>, 粉碎硫砷钢砖块
<hbm:tile.brick_jungle_glyph>, 硫砷钢石雕砖块
<hbm:tile.brick_jungle_lava>, 岩浆硫砷钢砖块
<hbm:tile.brick_jungle_mystic>, 奥术硫砷钢砖块
<hbm:tile.brick_jungle_ooze>, 放射硫砷钢砖块
<hbm:tile.brick_jungle_trap>, 陷阱硫砷钢砖块
<hbm:tile.brick_light>, 轻质砖块
<hbm:tile.brick_light_stairs>, 轻质砖楼梯
<hbm:tile.brick_obsidian>, 黑曜石砖块
<hbm:tile.brick_obsidian_stairs>, 黑曜石砖楼梯
<hbm:tile.brick_slab>, 密实石板
<hbm:tile.broadcaster_pc>, 腐败广播
<hbm:tile.burning_earth>, 燃烧草地
<hbm:tile.c4>, C-4
<hbm:tile.cable_detector>, 红石电源开关
<hbm:tile.cable_diode>, 紫铜二极管
<hbm:tile.cable_switch>, 电源开关
<hbm:tile.charge_c4>, 炸药包
<hbm:tile.charge_dynamite>, 定时炸弹
<hbm:tile.charge_miner>, 定时采矿炸药
<hbm:tile.charge_semtex>, Semtex采矿炸药
<hbm:tile.charger>, 充电站
<hbm:tile.cheater_virus>, 冻结Ep
<hbm:tile.cheater_virus_seed>, 不稳定Ep Schrabide块
<hbm:tile.chlorine_gas>, 氯气
<hbm:tile.cluster_aluminium>, 铝矿簇
<hbm:tile.cluster_copper>, 铜矿簇
<hbm:tile.cluster_depth_iron>, 深层铁矿簇
<hbm:tile.cluster_depth_titanium>, 深层钛矿簇
<hbm:tile.cluster_depth_tungsten>, 深层钨矿簇
<hbm:tile.cluster_iron>, 铁矿簇
<hbm:tile.cluster_titanium>, 钛矿簇
<hbm:tile.cmb_brick>, CMB钢瓦块
<hbm:tile.cmb_brick_reinforced>, 加固CMB钢砖块
<hbm:tile.compact_launcher>, 紧凑型发射台
<hbm:tile.concrete>, 混凝土瓦块
<hbm:tile.concrete_asbestos>, 黑色混凝土
<hbm:tile.concrete_asbestos_stairs>, 石棉混凝土楼梯
<hbm:tile.concrete_brick_double_slab>, 混凝土砖板
<hbm:tile.concrete_brick_slab>, 混凝土砖板
<hbm:tile.concrete_colored>, 白色混凝土
<hbm:tile.concrete_double_slab>, 混凝土板
<hbm:tile.concrete_pillar>, 钢筋混凝土柱
<hbm:tile.concrete_slab>, 混凝土板
<hbm:tile.concrete_smooth>, 混凝土
<hbm:tile.concrete_smooth_stairs>, 混凝土楼梯
<hbm:tile.concrete_stairs>, 混凝土瓷砖楼梯
<hbm:tile.concrete_super>, über混凝土
<hbm:tile.concrete_super_broken>, 发霉的碎片
<hbm:tile.conveyor>, 输送带
<hbm:tile.conveyor_chute>, 输送带滑槽
<hbm:tile.conveyor_double>, 双轨道输送带
<hbm:tile.conveyor_lift>, 垂直输送带
<hbm:tile.conveyor_triple>, 三轨道输送带
<hbm:tile.corium_block>, 堆芯熔融物
<hbm:tile.crane_boxer>, 输送带打包机
<hbm:tile.crane_extractor>, 输送带提取器
<hbm:tile.crane_inserter>, 输送带导入器
<hbm:tile.crane_router>, 输送带分拣机
<hbm:tile.crane_unboxer>, 输送带解包机
<hbm:tile.crashed_bomb>, 哑弹
<hbm:tile.crate>, 补给箱
<hbm:tile.crate_ammo>, 星辉补给箱
<hbm:tile.crate_can>, 罐头补给箱
<hbm:tile.crate_desh>, Desh板条箱
<hbm:tile.crate_iron>, 铁箱
<hbm:tile.crate_jungle>, 硫砷钢箱
<hbm:tile.crate_lead>, 危险品补给箱
<hbm:tile.crate_metal>, 机器补给箱
<hbm:tile.crate_red>, 红色补给箱
<hbm:tile.crate_steel>, 钢箱
<hbm:tile.crate_tungsten>, 钨箱
<hbm:tile.crate_weapon>, 武器补给箱
<hbm:tile.crystal_energy>, tile.crystal_energy.name
<hbm:tile.crystal_hardened>, 硬化黑水晶
<hbm:tile.crystal_power>, tile.crystal_power.name
<hbm:tile.crystal_pulsar>, 脉动水晶
<hbm:tile.crystal_robust>, tile.crystal_robust.name
<hbm:tile.crystal_trixite>, tile.crystal_trixite.name
<hbm:tile.crystal_virus>, 黑水晶
<hbm:tile.deco_aluminium>, 铝装饰块
<hbm:tile.deco_asbestos>, 石棉瓦
<hbm:tile.deco_beryllium>, 铍装饰块
<hbm:tile.deco_computer>, IBM个人电脑300PL
<hbm:tile.deco_emitter>, Deco发光体
<hbm:tile.deco_lead>, 铅装饰块
<hbm:tile.deco_loot>, tile.deco_loot.name
<hbm:tile.deco_pipe>, 钢制管道
<hbm:tile.deco_pipe_framed>, 钢制管道 (镶框)
<hbm:tile.deco_pipe_framed_green>, 绿色钢制管道 (镶框)
<hbm:tile.deco_pipe_framed_green_rusted>, 生锈的绿色钢制管道 (镶框)
<hbm:tile.deco_pipe_framed_marked>, 气体管道 (镶框)
<hbm:tile.deco_pipe_framed_red>, 红色钢制管道 (镶框)
<hbm:tile.deco_pipe_framed_rusted>, 生锈的钢制管道 (镶框)
<hbm:tile.deco_pipe_green>, 绿色钢制管道
<hbm:tile.deco_pipe_green_rusted>, 生锈的绿色钢制管道
<hbm:tile.deco_pipe_marked>, 气体管道
<hbm:tile.deco_pipe_quad>, 钢制管道束
<hbm:tile.deco_pipe_quad_green>, 绿色钢制管道束
<hbm:tile.deco_pipe_quad_green_rusted>, 生锈的绿色钢制管道束
<hbm:tile.deco_pipe_quad_marked>, 气体管道束
<hbm:tile.deco_pipe_quad_red>, 红色钢制管道束
<hbm:tile.deco_pipe_quad_rusted>, 生锈的钢制管道束
<hbm:tile.deco_pipe_red>, 红色钢制管道
<hbm:tile.deco_pipe_rim>, 钢制管道 (镶边)
<hbm:tile.deco_pipe_rim_green>, 绿色钢制管道 (镶边)
<hbm:tile.deco_pipe_rim_green_rusted>, 生锈的绿色钢制管道 (镶边)
<hbm:tile.deco_pipe_rim_marked>, 气体管道 (镶边)
<hbm:tile.deco_pipe_rim_red>, 红色钢制管道 (镶边)
<hbm:tile.deco_pipe_rim_rusted>, 生锈的钢制管道 (镶边)
<hbm:tile.deco_pipe_rusted>, 生锈的钢制管道
<hbm:tile.deco_rbmk>, RBMK装饰块
<hbm:tile.deco_rbmk_smooth>, 平滑RBMK装饰块
<hbm:tile.deco_red_copper>, 紫铜装饰块
<hbm:tile.deco_steel>, 钢装饰块
<hbm:tile.deco_titanium>, 钛装饰块
<hbm:tile.deco_tungsten>, 钨装饰块
<hbm:tile.decon>, 玩家去污器
<hbm:tile.depth_brick>, 深层岩石砖
<hbm:tile.depth_dnt>, DNT加固深层岩石砖
<hbm:tile.depth_nether_brick>, 下界深层岩石砖
<hbm:tile.depth_nether_tiles>, 下界深层岩石瓷砖
<hbm:tile.depth_tiles>, 深层岩石瓷砖
<hbm:tile.det_charge>, 炸药
<hbm:tile.det_cord>, 炸药引信
<hbm:tile.det_miner>, 采矿炸药
<hbm:tile.det_nuke>, 核炸药
<hbm:tile.dfc_core>, 暗核聚变堆核心
<hbm:tile.dfc_emitter>, DFC发射器
<hbm:tile.dfc_injector>, DFC燃料喷射器
<hbm:tile.dfc_receiver>, DFC接收器
<hbm:tile.dfc_stabilizer>, DFC稳定器
<hbm:tile.digamma_matter>, tile.digamma_matter.name
<hbm:tile.dirt_dead>, 泥渣
<hbm:tile.dirt_oily>, 油泥
<hbm:tile.door_bunker>, tile.door_bunker.name
<hbm:tile.door_metal>, tile.door_metal.name
<hbm:tile.door_office>, tile.door_office.name
<hbm:tile.drill_pipe>, 钻杆
<hbm:tile.ducrete>, 高密度贫铀混凝土瓷砖
<hbm:tile.ducrete_smooth>, 高密度贫铀混凝土
<hbm:tile.ducrete_smooth_stairs>, 高密度贫铀混凝土楼梯
<hbm:tile.ducrete_stairs>, 高密度贫铀混凝土瓷砖楼梯
<hbm:tile.dummy_block_ams_base>, tile.dummy_block_ams_base.name
<hbm:tile.dummy_block_ams_emitter>, tile.dummy_block_ams_emitter.name
<hbm:tile.dummy_block_ams_limiter>, tile.dummy_block_ams_limiter.name
<hbm:tile.dummy_block_assembler>, tile.dummy_block_assembler.name
<hbm:tile.dummy_block_blast>, tile.dummy_block_blast.name
<hbm:tile.dummy_block_drill>, tile.dummy_block_drill.name
<hbm:tile.dummy_block_fluidtank>, tile.dummy_block_fluidtank.name
<hbm:tile.dummy_block_puf6>, tile.dummy_block_puf6.name
<hbm:tile.dummy_block_refinery>, tile.dummy_block_refinery.name
<hbm:tile.dummy_block_turbofan>, tile.dummy_block_turbofan.name
<hbm:tile.dummy_block_uf6>, tile.dummy_block_uf6.name
<hbm:tile.dummy_block_vault>, tile.dummy_block_vault.name
<hbm:tile.dummy_plate_cargo>, tile.dummy_plate_cargo.name
<hbm:tile.dummy_plate_compact_launcher>, tile.dummy_plate_compact_launcher.name
<hbm:tile.dummy_plate_launch_table>, tile.dummy_plate_launch_table.name
<hbm:tile.dummy_port_ams_base>, tile.dummy_port_ams_base.name
<hbm:tile.dummy_port_ams_emitter>, tile.dummy_port_ams_emitter.name
<hbm:tile.dummy_port_ams_limiter>, tile.dummy_port_ams_limiter.name
<hbm:tile.dummy_port_assembler>, tile.dummy_port_assembler.name
<hbm:tile.dummy_port_compact_launcher>, tile.dummy_port_compact_launcher.name
<hbm:tile.dummy_port_drill>, tile.dummy_port_drill.name
<hbm:tile.dummy_port_fluidtank>, tile.dummy_port_fluidtank.name
<hbm:tile.dummy_port_launch_table>, tile.dummy_port_launch_table.name
<hbm:tile.dummy_port_refinery>, tile.dummy_port_refinery.name
<hbm:tile.dummy_port_turbofan>, tile.dummy_port_turbofan.name
<hbm:tile.dungeon_chain>, 金属链
<hbm:tile.dynamite>, 炸药
<hbm:tile.emp_bomb>, EMP炸弹
<hbm:tile.event_tester>, tile.event_tester.name
<hbm:tile.factory_advanced_hull>, 高级工厂外壳
<hbm:tile.factory_titanium_hull>, 工厂外壳
<hbm:tile.fallout>, 辐射尘
<hbm:tile.fence_metal>, 铁丝网围栏
<hbm:tile.ff>, tile.ff.name
<hbm:tile.field_disturber>, 高能场干扰机
<hbm:tile.filing_cabinet>, 蒙尘的文件柜
<hbm:tile.fire_digamma>, 挥之不去的迪伽马之火
<hbm:tile.fire_door>, 防火门
<hbm:tile.fireworks>, 烟花箱
<hbm:tile.flame_war>, 盒中论战
<hbm:tile.float_bomb>, 悬浮炸弹
<hbm:tile.fluid_duct>, 通用流体管道
<hbm:tile.fluid_duct_box>, 通用流体管道（方形）
<hbm:tile.fluid_duct_gauge>, Flow Gauge Pipe
<hbm:tile.fluid_duct_neo>, 通用流体管道
<hbm:tile.fluid_duct_paintable>, Paintable Coated Universal Fluid Duct
<hbm:tile.fluid_duct_solid>, 带涂层的通用流体导管
<hbm:tile.foam_layer>, 泡沫层
<hbm:tile.foundry_basin>, 铸造水池
<hbm:tile.foundry_channel>, 铸造浇道
<hbm:tile.foundry_mold>, 浅铸造池
<hbm:tile.foundry_outlet>, 铸造出口
<hbm:tile.foundry_tank>, 铸造池
<hbm:tile.fraction_spacer>, 分馏塔分隔器
<hbm:tile.frozen_dirt>, 冰冻土
<hbm:tile.frozen_grass>, 冰冻草
<hbm:tile.frozen_log>, 冰冻原木
<hbm:tile.frozen_planks>, 冰冻木板
<hbm:tile.furnace_combination>, Combination Oven
<hbm:tile.furnace_iron>, 铁炉
<hbm:tile.furnace_steel>, 钢炉
<hbm:tile.fusion_center>, 中心磁铁
<hbm:tile.fusion_conductor>, 超导磁体
<hbm:tile.fusion_hatch>, 聚变反应堆端口
<hbm:tile.fusion_heater>, 等离子加热器
<hbm:tile.fusion_motor>, 磁体马达
