<block:BiblioCraft:Armor Stand>, 衣架
<block:securitycraft:secretSignStanding>, tile.securitycraft:secretSign.name
<block:securitycraft:secretSignWall>, tile.securitycraft:secretSign.name
<block:securitycraft:securityCamera>, Security Camera
<block:securitycraft:stoneMine>, Stone Mine
<block:securitycraft:trackMine>, Track Mine
<block:securitycraft:usernameLogger>, Username Logger
<block:stm:BlockSuperBlock>, 超级块
<block:stm:BlockSuperOre>, 超级矿石
<block:stm:BlockSuperXRay>, 超级X光块
<block:stm:BlockUltraBlock>, 极限块
<block:stm:BlockXRay>, X光块
